TUMOR,STROMA,COMPLEX,LYMPHO,DEBRIS,MUCOSA,ADIPOSE,EMPTY
0.036749203,0.33818302,0.37104124,0.2243514,0.019662201,0.008824955,0.00080889073,0.0003790215
0.0071295784,0.10091037,0.29520613,0.58863443,0.0021619364,0.004449226,0.0008411001,0.0006671685
0.0036269606,0.59763354,0.33897498,0.03957904,0.01333152,0.00083210244,0.0020785043,0.0039433637
0.0012844501,0.09973744,0.8689322,0.020109115,0.006090833,0.0034091114,0.00018160827,0.00025531225
0.023520172,0.58052737,0.31818703,0.051453855,0.010016475,0.012478848,0.0018848715,0.0019313734
0.013991992,0.19740881,0.37509644,0.37155464,0.008747579,0.024915477,0.006621353,0.0016636479
0.01614013,0.18999451,0.707364,0.070787035,0.008617913,0.006298918,0.00048698872,0.0003104794
0.0012241215,0.078094296,0.7565464,0.15645789,0.0043426864,0.003184904,5.9894206e-05,8.985374e-05
0.00021012385,0.38710502,0.4960238,0.11453295,0.0016015226,0.00041791124,6.766908e-05,4.1010117e-05
0.0017697229,0.49746794,0.13605309,0.32168248,0.01496683,0.023369553,0.003588128,0.0011021919
0.00059800054,0.6679388,0.16526239,0.13437878,0.018561138,0.008715689,0.0029745337,0.0015706461
0.00033830386,0.8041616,0.18881199,0.0045415396,0.001700664,0.00015714086,0.00017862776,0.000110289446
0.00042894992,0.75709116,0.22956409,0.0016061824,0.010755935,0.00041962173,7.172255e-05,6.235245e-05
0.00011562976,0.87179774,0.1211233,0.00032338494,0.006167,0.00027380904,0.00015666206,4.236102e-05
0.0004542614,0.83918685,0.14101028,0.00047985878,0.013668074,0.004806539,0.00035625882,3.7851667e-05
0.0021260262,0.71975446,0.23188412,0.016491655,0.0265961,0.002063195,0.00065813307,0.0004263749
0.001684973,0.8713597,0.1086544,0.0051949797,0.009999791,0.0010571659,0.0015904697,0.00045861822
0.0007065008,0.9590226,0.031436577,0.004899453,0.0021053674,0.0008693897,0.00062591786,0.00033401517
0.0005230714,0.8232723,0.1701852,0.0026226712,0.0027930096,0.0002447722,0.000180996,0.00017800834
0.0009849207,0.6256404,0.31532693,0.049136404,0.006359912,0.0004164447,0.0008439381,0.0012909274
0.0015932681,0.5461008,0.31926066,0.11521623,0.012509529,0.0011477533,0.0017677614,0.0024040272
0.0035602455,0.37838057,0.3303658,0.2766479,0.0033340957,0.0042042225,0.001765629,0.0017415641
0.002059922,0.3873486,0.49891,0.098665185,0.0053540794,0.006285617,0.00086639205,0.00051015127
0.0018845705,0.66141564,0.2971414,0.02813579,0.0017960303,0.0092799505,0.0002553906,9.1139904e-05
0.0009477744,0.4040193,0.5703383,0.014664757,0.005201591,0.0040046154,0.0007595711,6.40856e-05
0.008410754,0.17366707,0.75302213,0.05066492,0.007944701,0.00605796,0.00013670609,9.575771e-05
