TUMOR,STROMA,COMPLEX,LYMPHO,DEBRIS,MUCOSA,ADIPOSE,EMPTY
0.3337591,0.06952991,0.39986324,0.005421693,0.0695404,0.11762945,0.0027870582,0.0014692445
0.13559426,0.22931209,0.5177922,0.005449405,0.09525402,0.0112405345,0.0043456187,0.0010118661
0.05316295,0.09350739,0.81021124,0.0076766484,0.03178625,0.0032999918,0.00025550983,0.00010005908
0.38355526,0.022902334,0.5716692,0.008734813,0.0049180817,0.008084451,0.00010386438,3.2050335e-05
0.27816024,0.046919107,0.55763376,0.04987244,0.015579389,0.050124113,0.0012915485,0.00041944036
0.13631493,0.059761584,0.7073239,0.0179429,0.05039955,0.027411634,0.0004447548,0.00040074685
0.05467695,0.01377464,0.91125995,0.008296558,0.010457968,0.0013871149,0.00010245824,4.4427354e-05
0.021294275,0.020816999,0.949423,0.0043707704,0.0029455596,0.0011267678,1.9280345e-05,3.359643e-06
0.014083477,0.027990278,0.94126445,0.003939987,0.005528695,0.007158785,2.8486937e-05,5.8736464e-06
0.2782366,0.018740509,0.54764205,0.019963603,0.006488832,0.12841946,0.0004944776,1.443792e-05
0.14988999,0.09279347,0.46556,0.021539005,0.04857598,0.21719721,0.004383206,6.119472e-05
0.77415055,0.041755646,0.07955587,0.008856106,0.01745304,0.07679817,0.0013249789,0.00010580031
0.96400803,0.0010134687,0.027483052,0.0010961799,0.0031239458,0.003132714,0.00014122712,1.3692759e-06
0.9532983,0.003063132,0.015496099,0.0036192848,0.021191915,0.0021417069,0.00070752593,0.0004820336
0.82892823,0.0040208474,0.012415178,9.664368e-05,0.14061289,0.013675469,0.00022572953,2.5126234e-05
0.9057014,0.018078618,0.020158334,0.008097332,0.04559807,0.0012601055,0.0010009794,0.00010518078
0.2320714,0.31375924,0.29182845,0.004379638,0.111160345,0.044113092,0.0024198194,0.00026798437
0.059094224,0.13246322,0.7517324,0.004377523,0.024759497,0.026713913,0.00077012595,8.9144254e-05
0.055854056,0.15716921,0.6970057,0.0060657756,0.07050926,0.008536577,0.0038791024,0.0009802886
0.047555406,0.110808805,0.6545529,0.007302678,0.14439811,0.03032439,0.0040867575,0.00097092695
0.10139997,0.044481155,0.7482948,0.01982673,0.029170252,0.04803984,0.008385712,0.00040161668
0.2580003,0.027378011,0.65255564,0.016868996,0.020331288,0.024640404,0.00014481775,8.04903e-05
0.4415006,0.054177627,0.47958338,0.010214706,0.0129905855,0.0013189297,0.00010391642,0.0001102243
0.2307205,0.008467052,0.68603116,0.055390462,0.010123303,0.009197461,3.943379e-05,3.0676907e-05
0.56078464,0.006121359,0.3526434,0.041438546,0.025284898,0.013631707,6.332411e-05,3.2101594e-05
0.14199872,0.039493058,0.7519088,0.014060147,0.050704643,0.0016862625,9.087282e-05,5.7461795e-05
0.04997303,0.022987675,0.88428915,0.013290243,0.024558514,0.00469708,0.00014168871,6.259471e-05
0.79488474,0.01457901,0.17301078,0.008408216,0.0052405256,0.0033305204,0.00038354748,0.0001624961
0.46939203,0.09818873,0.2394954,0.0026971193,0.16130461,0.02522105,0.0032663182,0.00043483218
0.70096153,0.05900096,0.17121445,0.002689203,0.06331464,0.0019552675,0.0007460305,0.000118026444
0.5376012,0.018086705,0.31387648,0.003983672,0.068002224,0.057859227,0.00056383305,2.6745794e-05
0.81071424,0.02958797,0.13597968,0.0037727354,0.014114102,0.0057376074,6.646797e-05,2.7273718e-05
0.9837462,0.0039322847,0.010281371,0.000436867,0.0009951433,0.0005749591,2.2728516e-05,1.0513494e-05
0.6046602,0.077365674,0.2771645,0.0038108355,0.026387934,0.010211594,0.0002450563,0.00015411999
0.2527199,0.1204078,0.5319909,0.003553224,0.083623424,0.0070471894,0.00042140106,0.00023619809
0.047608458,0.28211132,0.53790367,0.0010434969,0.13015366,0.0010842346,6.6368535e-05,2.8789871e-05
0.025223335,0.23041756,0.12778115,0.0007444426,0.614906,0.00038720912,0.0004333781,0.0001069498
0.066111475,0.53599536,0.35304955,0.011412224,0.023673097,0.008946901,0.00063099636,0.00018045033
0.036967333,0.22749116,0.67494744,0.01496267,0.035092592,0.010179139,0.00029034622,6.921351e-05
0.17075615,0.04366841,0.6956056,0.017897053,0.039627437,0.03233123,0.0001067322,7.512768e-06
0.2095779,0.12103381,0.40857548,0.0024141395,0.23923238,0.018423181,0.00061727915,0.0001258861
0.72576123,0.046327315,0.14863978,0.001828318,0.030698484,0.046337187,0.00031997968,8.777172e-05
0.9670041,0.0053585926,0.014800976,0.0015300072,0.0023898866,0.008749403,0.00013067939,3.61988e-05
0.788419,0.02042904,0.034082126,0.005891963,0.008268684,0.14122395,0.0016220647,6.321569e-05
0.9417367,0.003917866,0.005994085,0.0010741014,0.03945147,0.0072189644,0.00043040578,0.00017626773
0.7065567,0.024658402,0.03726981,0.009319496,0.18742532,0.028968839,0.0034434607,0.0023579337
0.19835126,0.05109302,0.051345862,0.004121846,0.6783001,0.012168866,0.0027004543,0.001918528
0.014193115,0.014331564,0.002267957,0.00058613165,0.96273017,0.0022001276,0.0034777245,0.00021321693
0.020197088,0.0010961721,0.030788505,0.8061701,0.1375754,0.003866403,0.00019207282,0.00011416005
0.24598078,0.007819164,0.17194642,0.31647316,0.1577826,0.0967738,0.0022676708,0.0009564058
0.21959205,0.0069338996,0.15420014,0.02930625,0.045374554,0.54435366,0.00017651024,6.2942665e-05
0.24423163,0.18585125,0.5164167,0.0019832896,0.045336366,0.005098051,0.00088375603,0.00019896017
0.008278735,0.08327326,0.8959796,0.0027511157,0.008473904,0.0011453142,8.7417975e-05,1.0794982e-05
0.006643491,0.1509725,0.47575977,0.0057322793,0.35793987,0.00033962887,0.0011082499,0.0015041799
0.14428571,0.03805906,0.73821825,0.018062387,0.020686684,0.034122527,0.0054734247,0.0010920275
0.23309691,0.032693423,0.57947916,0.05985578,0.05892124,0.034268413,0.0010986895,0.00058637053
0.10200288,0.12505212,0.2951086,0.0024347403,0.4672872,0.0055292198,0.0016470633,0.00093816145
0.013662814,0.1579344,0.08139453,0.0009910173,0.73958594,0.00074313825,0.0048799473,0.0008081258
0.035697404,0.5057698,0.20508364,0.002213179,0.24695504,0.0005391346,0.0031660013,0.0005757925
0.36809677,0.35430586,0.15426591,0.0141628655,0.10250832,0.0013175157,0.0032740794,0.0020686437
0.08176287,0.6056795,0.19978537,0.005098178,0.099705815,0.003159993,0.0043022633,0.0005058888
0.35765758,0.2288979,0.35165235,0.0067355535,0.052600205,0.0019903223,0.00029716696,0.0001688278
0.1801556,0.2009319,0.30220953,0.0053648627,0.30714223,0.0031400872,0.00064033584,0.00041544327
0.47495797,0.21587847,0.13827789,0.0055986918,0.15964574,0.004111261,0.0010961329,0.00043386462
0.3803475,0.112617366,0.19520262,0.003509709,0.2942601,0.0076853717,0.005481816,0.0008954862
0.34660506,0.24492125,0.23658563,0.0045637907,0.16177626,0.0027850207,0.0023812389,0.00038171175
0.39424482,0.12740374,0.20378475,0.0058602025,0.26356614,0.0030427144,0.0018599456,0.00023766459
0.20911601,0.111627564,0.067187026,0.002594379,0.5810405,0.008702999,0.017915998,0.0018155092
0.8020697,0.06257915,0.12035357,0.0033392808,0.010785403,0.0007493413,9.487388e-05,2.8696399e-05
0.87834734,0.024534041,0.07805652,0.0022012389,0.016266877,0.00045520384,0.0001119402,2.681016e-05
0.48236585,0.011594842,0.012028366,0.0003617734,0.48578218,0.00048103626,0.006711623,0.00067446806
0.7000561,0.00957883,0.0037274095,0.00056774146,0.27142334,0.001013312,0.011666481,0.001966728
0.8662404,0.013233554,0.0115286475,0.00040204026,0.104017474,0.0017215725,0.0020234787,0.00083281804
0.97433347,0.0034335528,0.0032643988,0.00043671715,0.008955178,0.005027974,0.0042480803,0.0003006572
0.9697832,0.008585302,0.004528395,0.00083882635,0.010898674,0.0018878779,0.0032339885,0.0002437051
0.9886962,0.0016679667,0.0016659326,0.00064650713,0.005897638,0.00071341614,0.0004687945,0.00024355826
0.99527717,0.00044925773,0.0013840323,0.0001964005,0.0021811398,0.0004246904,8.157466e-05,5.737948e-06
0.995165,0.00017648896,0.0010540051,0.0013788149,0.0017417434,0.00039979263,8.1979175e-05,1.9795273e-06
0.97938156,0.0006282206,0.01375086,0.0044608563,0.00042054156,0.0013331348,1.4389214e-05,1.0432438e-05
0.9067233,0.017560877,0.030258026,0.004231102,0.03522488,0.0047712615,0.0011177531,0.00011278725
0.97719246,0.0015714072,0.0076268385,0.0005053422,0.0075279404,0.005483516,9.142331e-05,8.871569e-07
0.98354846,0.0017836718,0.0048912563,0.0008665062,0.00072805106,0.008123786,5.700892e-05,1.4346439e-06
0.98571837,0.0006076109,0.006336251,0.001546471,0.0008047205,0.0049474565,3.0179739e-05,8.890639e-06
0.9911828,0.00046266455,0.0057964628,0.00028662806,0.0014818473,0.00078644644,1.7257328e-06,1.2744417e-06
0.97278905,0.0009617606,0.006620651,0.00050519995,0.0047892346,0.013978294,0.00033342146,2.24354e-05
0.8887783,0.009900241,0.021945525,0.0036626286,0.0063679516,0.04017337,0.027794128,0.0013777611
0.94792765,0.004335296,0.019075414,0.003018613,0.015424141,0.008069588,0.0018632098,0.00028613085
0.2756755,0.16899864,0.09746812,0.17899314,0.24992709,0.012849141,0.01397692,0.002111478
0.045274604,0.10189341,0.034243304,0.11771229,0.4650698,0.018244728,0.1875716,0.029990302
0.02269159,0.20263968,0.0993366,0.4250143,0.13359001,0.009144547,0.09092226,0.016661061
0.17466234,0.029424824,0.2640587,0.35283813,0.073865965,0.10124749,0.0035982793,0.0003041476
0.039364062,0.034885284,0.048726037,0.05806386,0.62530935,0.1745933,0.018840844,0.00021730959
0.18921052,0.10328336,0.15600497,0.06491993,0.2605775,0.117120326,0.10669156,0.0021918782
0.1357618,0.17816184,0.26282534,0.006597564,0.33805388,0.053296193,0.024711331,0.0005920067
0.024246372,0.27370447,0.5528003,0.0030615616,0.09191161,0.05059243,0.0036713802,1.1929779e-05
0.5924032,0.014128925,0.27190235,0.005627274,0.05811642,0.05638617,0.0013706153,6.502709e-05
0.92593795,0.005301823,0.033143982,0.00088341476,0.03321706,0.0012174317,0.00026802204,3.0301426e-05
0.026638519,0.33007917,0.22501482,0.005255395,0.3345104,0.028032325,0.047880623,0.0025886875
0.06903446,0.3181056,0.48834854,0.007277277,0.06497385,0.045286268,0.00612802,0.000846056
0.25420612,0.09518278,0.6225933,0.0034101158,0.020577809,0.0033409325,0.00038140782,0.0003075345
0.42585993,0.03517152,0.5024931,0.01023986,0.008362426,0.017756626,9.3147835e-05,2.3423003e-05
0.3921021,0.022426682,0.39941546,0.031314343,0.010161366,0.14348291,0.0009132078,0.00018397708
0.59191614,0.005389591,0.080388844,0.0062067276,0.034229785,0.28107435,0.0005720938,0.00022251345
0.2677351,0.007441461,0.1685536,0.0029104352,0.0076194494,0.54549384,0.00022954104,1.6535703e-05
0.22897352,0.0327402,0.36296105,0.010342915,0.04192373,0.31465733,0.008244973,0.0001563837
0.05020503,0.1809961,0.4457191,0.023088695,0.064125136,0.2096013,0.025128717,0.0011360152
0.05763291,0.013249451,0.024298348,0.008300543,0.019664584,0.849027,0.027279567,0.00054764596
0.8426791,0.019583538,0.030846419,0.019193891,0.008280699,0.056981646,0.021882521,0.0005521837
0.8575022,0.0020916474,0.0053700176,0.00051360414,0.0011941569,0.1317562,0.0015687699,3.412409e-06
