TUMOR,STROMA,COMPLEX,LYMPHO,DEBRIS,MUCOSA,ADIPOSE,EMPTY
0.00068022637,0.002802563,0.0005295055,0.00014652625,0.0035937775,0.9917659,0.00047077343,1.074641e-05
0.00023162726,0.00048079953,0.00033736796,6.91687e-05,0.00019919436,0.9986584,2.311525e-05,3.9885708e-07
0.0010576966,0.00027943836,0.0014619281,0.00011989976,0.00020221889,0.9968663,1.167836e-05,7.8608264e-07
0.0076831565,0.002224588,0.008543417,0.0007891898,0.0017509701,0.9775236,0.0014360917,4.889396e-05
0.007513196,0.00034831598,0.0013381279,0.000177992,0.00023024123,0.9902563,0.00013300292,2.7534254e-06
0.0015608906,0.000123125,0.0007792639,0.00015005171,2.433041e-05,0.9973442,1.7903663e-05,2.9633958e-07
0.0009623335,0.00015687903,0.0012657667,0.0011692493,0.00017344917,0.9962429,2.6878206e-05,2.6198356e-06
0.062128287,0.00088500534,0.06563596,0.01265296,0.0018943037,0.8564896,0.00029319004,2.058533e-05
0.009478535,0.0020121322,0.00650886,0.00028562403,0.0005082053,0.98116356,4.2765125e-05,2.2201895e-07
7.523601e-05,0.00014428716,6.004456e-05,2.7490757e-06,0.0001308262,0.999532,5.482271e-05,8.378416e-08
0.0004375323,0.0054192906,0.0012797827,0.000370622,0.005514423,0.9863842,0.0005804122,1.3721353e-05
0.0028038172,0.003219506,0.002166465,0.00018118435,0.0024767173,0.985979,0.0031289286,4.4255245e-05
0.014025181,0.004578159,0.0057215965,0.0009883096,0.0045137433,0.9597886,0.010120439,0.0002639946
0.09795888,0.015638908,0.09060777,0.003399702,0.043496024,0.741733,0.00698801,0.00017774099
0.014379894,0.0025525861,0.047341235,0.005210038,0.0020745513,0.92826897,0.00015848332,1.4278688e-05
0.030407086,0.0063356706,0.30210793,0.17747562,0.0014868039,0.4819899,0.00013712424,5.9912963e-05
0.015976321,0.00088202866,0.009629227,0.0006558545,0.00012812305,0.9702516,0.002380476,9.637546e-05
0.011048397,0.013887667,0.0081942715,0.0001669111,0.00039876526,0.9632146,0.0030339283,5.5449334e-05
0.0057263854,0.0001437281,0.0010937136,0.00019081015,0.00024643878,0.9925211,7.597631e-05,1.7661264e-06
0.010293387,0.00019456603,0.0026180535,0.0003330998,0.00019377477,0.9861115,0.0002528259,2.7544072e-06
0.010757027,0.00075225177,0.0074626994,0.0030590063,0.0010645142,0.9756713,0.0012199397,1.3317065e-05
0.055935174,0.0161319,0.013772237,0.002984567,0.017006427,0.88822705,0.0056745345,0.00026805303
0.011247613,0.00024851796,0.0006614501,5.1168405e-05,0.00011962098,0.98746026,0.00020874747,2.7550013e-06
0.012308916,0.0031746486,0.0005955507,0.0004716213,0.003994929,0.95654273,0.02278012,0.00013146855
0.001685525,0.0037053889,0.0005391643,0.00031794375,0.0038505613,0.9889942,0.0008187238,8.852891e-05
0.00053002423,0.0020022672,0.0010596387,0.00011747316,0.00040935876,0.9958473,3.065672e-05,3.375912e-06
0.0006598258,0.00045028303,0.0019026349,0.00017510411,0.00037301605,0.99641526,2.0258252e-05,3.6156505e-06
0.0001952285,0.00013664845,0.00027028983,9.0418915e-05,0.00013354578,0.9991278,4.359948e-05,2.5182944e-06
0.0027858727,0.00020360801,0.0006256302,0.000121264246,0.00019493444,0.99587667,0.00017651232,1.5477759e-05
0.0023433706,6.019447e-05,0.00026419602,5.8330796e-05,2.8416234e-05,0.9971866,5.8061676e-05,8.174947e-07
0.01084989,0.00032840125,0.0033037604,0.00022245485,0.0007437109,0.98448354,6.4597996e-05,3.616864e-06
0.040416963,0.0008210571,0.025078153,0.0012945536,0.0002699259,0.93205553,6.2177096e-05,1.536764e-06
0.121023856,0.005390567,0.030736083,0.0006403496,0.013034267,0.8289281,0.0002287661,1.8084027e-05
0.009699646,0.004758086,0.006415718,0.0010705643,0.0012062647,0.9752793,0.0014686297,0.00010188158
0.0005995351,0.0006384161,0.0016240696,1.3174393e-05,0.00044721566,0.9965379,0.00013639645,3.3682709e-06
9.960979e-05,9.478328e-05,0.00038714774,3.8446637e-05,1.45724225e-05,0.999316,4.8006903e-05,1.4167819e-06
0.005074133,0.00065795955,0.005626804,0.0005771449,7.575405e-05,0.9876593,0.00032634384,2.6016958e-06
0.00025374585,4.391321e-05,0.0001559169,6.325173e-05,9.576935e-06,0.9994444,2.9041139e-05,7.1191245e-08
0.0010391027,0.0010257346,0.0023147748,0.0029428187,0.00046723848,0.99192643,0.0002816268,2.2772122e-06
0.0041319225,0.00170198,0.0042669624,0.0016655244,0.0006927773,0.9872458,0.0002870985,7.951825e-06
0.0007629797,0.0013111838,0.0006413225,7.107765e-05,0.0002676731,0.99645317,0.00049108436,1.5242349e-06
0.0056582927,0.0049988143,0.004919056,0.0011903184,0.0029503314,0.9799145,0.00031889603,4.9803723e-05
0.0015385412,0.004168656,0.0037018287,0.0006682251,0.001298239,0.9883483,0.00026266873,1.3655478e-05
0.08074014,0.019087939,0.07343569,0.014137521,0.006745554,0.8050356,0.00071885315,9.869326e-05
0.04824967,0.0014400549,0.12849113,0.3496864,0.0012158635,0.47074965,0.00012176569,4.542559e-05
0.020029735,0.00022652592,0.018214053,0.9466369,0.00014953656,0.01467653,3.8938695e-05,2.7711703e-05
0.17214048,0.00047094777,0.01807039,0.7598799,0.0028819211,0.04461351,0.0018493029,9.360847e-05
0.8277616,0.0027935475,0.061756536,0.08207158,0.00331785,0.021605588,0.0003176816,0.00037569244
0.35052136,0.04943932,0.05148682,0.09735116,0.19719547,0.25134104,0.0025673052,9.7555625e-05
0.11999669,0.09628192,0.010843314,0.018137597,0.6858574,0.036320698,0.032166295,0.0003960699
0.064076334,0.07455108,0.0027074642,0.0008493341,0.79280174,0.0023454456,0.056311328,0.0063573737
0.019085567,0.010446824,0.001844646,4.914336e-05,0.9444614,0.0009863875,0.022509929,0.00061613484
0.028563302,0.032532047,0.012206836,0.00062763743,0.8834658,0.03932638,0.0028161397,0.00046179903
0.041051608,0.043670345,0.043650005,0.004981654,0.736808,0.12250735,0.006843712,0.0004873267
0.059436455,0.003440525,0.023066819,0.0021431595,0.8688916,0.04282064,0.0001839403,1.6798092e-05
0.018211892,0.009816507,0.026907533,0.006275782,0.93359274,0.0044647465,0.0004038905,0.00032692694
4.9373888e-05,0.007735735,0.0033555331,0.000557683,0.98785806,0.00010526429,0.00026152786,7.673741e-05
0.00029638704,0.010247361,0.0055187084,0.0025531927,0.9802596,0.0005666718,0.0004524794,0.000105645384
0.0024868816,0.0061660977,0.002953756,0.00019649432,0.98682183,0.0012172399,0.00011693968,4.0790765e-05
0.051258877,0.013388108,0.051333934,0.006118401,0.5374989,0.33965808,0.0005049982,0.000238727
0.0056127543,0.012881664,0.01195029,0.0007161856,0.9429601,0.015674705,0.00993675,0.00026755585
0.037536975,0.027787868,0.065951765,0.0053084292,0.7968958,0.064009674,0.0023383824,0.00017112466
0.048429217,0.034439683,0.07018667,0.07416013,0.63576466,0.08436105,0.05055893,0.0020996756
0.0026599485,0.032133933,0.003350314,0.00025455974,0.78920704,0.0011310194,0.1710529,0.00021015496
0.013284682,0.13336813,0.003834117,0.00030337318,0.7845415,0.024808438,0.039115567,0.00074414414
0.11243589,0.28922957,0.0329402,0.0036383227,0.047521193,0.44953072,0.06370034,0.0010037868
0.018291688,0.17589207,0.21100385,0.03426513,0.0159101,0.537537,0.006770329,0.0003299082
0.13387237,0.19132805,0.19648868,0.13909319,0.013025493,0.3195409,0.006490807,0.00016046
0.056411184,0.14881861,0.1329665,0.2771205,0.006563663,0.3667431,0.011033752,0.0003427022
0.018669778,0.14115337,0.1474424,0.23921987,0.019714262,0.42331383,0.010253346,0.00023313545
0.0131598925,0.071343444,0.19249853,0.44199103,0.012998218,0.25283092,0.014785997,0.0003919152
0.042741295,0.029108062,0.036808435,0.031320427,0.0038458945,0.83861107,0.017048191,0.00051666284
0.0052227033,0.004967919,0.010131791,0.0018565422,0.0058507314,0.969219,0.0026581606,9.320353e-05
0.11956949,0.0035392903,0.004263913,0.00048216232,0.14458144,0.70214146,0.025269222,0.00015299613
0.040617336,0.010542416,0.005009737,0.0015323143,0.87186337,0.038929757,0.029771337,0.0017336971
0.06383043,0.013802021,0.00837184,0.000909068,0.8791772,0.0024017822,0.030775202,0.00073249114
0.002587724,0.0021064207,0.0020290264,0.0009732001,0.98925346,0.00204103,0.00046892115,0.0005403461
0.0068782126,0.0054928865,0.010149952,0.0024312919,0.9567849,0.016955413,0.000908031,0.0003992493
0.0017715552,0.0036848348,0.013702493,0.0025877033,0.9381945,0.039770406,0.00014486595,0.00014375642
0.00038028156,0.014643443,0.022979552,0.0012897054,0.95946443,0.00029078723,0.000617061,0.00033476047
0.00010334704,0.0009137595,0.0016496441,9.9475015e-05,0.9961772,0.0005916315,0.00024020749,0.00022466246
0.002496467,0.0012449778,0.010521851,0.0019791014,0.96601105,0.017194653,0.00033271327,0.00021928146
0.017662626,0.008201665,0.020046575,0.0004999981,0.698044,0.25466245,0.00069842517,0.00018424557
0.004642473,0.03142913,0.0032193311,0.00013254341,0.8843943,0.06734544,0.0071879346,0.0016489428
0.01435543,0.0012345673,0.00074889325,0.0002696661,0.016772702,0.96485037,0.0015553802,0.0002128526
0.15689236,0.11296793,0.11434042,0.05258114,0.0164956,0.5233252,0.019652333,0.0037449563
0.033481047,0.19577035,0.13945486,0.14146386,0.011782647,0.44923714,0.024437787,0.004372266
0.005654435,0.16406116,0.29533896,0.3978567,0.03121055,0.09320482,0.008322399,0.004351088
0.099042684,0.21819425,0.25949916,0.29131237,0.066098474,0.057245094,0.003986023,0.0046219053
0.17529212,0.28088275,0.18729372,0.13536389,0.10419946,0.06673553,0.040780034,0.00945247
0.31342357,0.043861173,0.14212538,0.17795458,0.1497153,0.14586824,0.025605422,0.001446343
0.0056125987,0.00094624,0.028137011,0.94245934,0.0008302449,0.0219263,8.1517945e-05,6.605576e-06
0.124873824,0.005323793,0.2017986,0.4973232,0.0019211111,0.1686146,0.00013556653,9.33306e-06
0.052364856,0.011071865,0.2710363,0.20885694,0.00030884746,0.45629427,6.225084e-05,4.6584987e-06
0.072212785,0.038346685,0.3283439,0.16971664,0.0075093447,0.3829878,0.0007235814,0.000159269
0.06910009,0.004364027,0.0535425,0.84401035,0.010714828,0.017856143,0.00032843358,8.363296e-05
0.45090112,0.121768385,0.10192816,0.12506907,0.018899657,0.115044504,0.064564385,0.0018246036
0.00079183065,0.000645416,0.0007910027,0.00013526036,0.0006514269,0.9966125,0.00036364823,8.914234e-06
0.00039397148,0.00015739296,0.0001805206,3.62457e-05,8.586712e-05,0.99909484,5.0202532e-05,1.0107212e-06
0.0005841147,0.00016390777,0.00064480567,2.7931936e-05,9.5517695e-05,0.9984609,2.189553e-05,9.3839907e-07
0.00087421975,0.00047559364,0.0012380067,6.0233237e-05,0.0001383944,0.9971648,4.4892615e-05,3.7498146e-06
0.00092457986,0.00069749466,0.00046684445,3.3673117e-05,0.00043697332,0.9973839,5.378096e-05,2.685578e-06
0.00017069087,6.486813e-05,8.498648e-05,1.0263432e-05,5.51967e-05,0.99960715,6.7913397e-06,1.1131493e-07
0.0006363167,4.2018557e-05,0.0002953885,0.000121331286,5.028253e-05,0.9988439,9.533648e-06,1.1869926e-06
0.3251419,0.0020304623,0.13715199,0.014082004,0.0018713451,0.5192939,0.00032894113,9.936292e-05
0.006299111,0.00043248234,0.0049423785,0.00047868167,0.0001313833,0.9876984,1.7080769e-05,6.297506e-07
0.0040422943,0.00022893252,0.00039832754,5.298386e-05,0.00027984098,0.9944258,0.000568622,3.16054e-06
0.007378873,0.0012383241,0.0033355323,0.0009384124,0.0024922846,0.9826093,0.0019902752,1.7134824e-05
0.0072074872,0.0010130953,0.0051514544,0.00025757236,0.0009893132,0.9848588,0.00050744077,1.4818407e-05
0.0023688076,0.002961806,0.00376952,0.00020065403,0.0006149058,0.9898732,0.00020149394,9.591201e-06
0.011509398,0.020424506,0.07717722,0.00060267013,0.007822062,0.8812448,0.0012028455,1.645337e-05
0.006806931,0.003652737,0.15857838,0.0058252313,0.0029975583,0.8221132,2.1797274e-05,4.1765597e-06
0.015912028,0.005450574,0.44342637,0.24776925,0.00054755714,0.28682318,5.284895e-05,1.8183937e-05
0.42338622,0.009593953,0.21591486,0.007079071,0.0033392236,0.33842644,0.0018191666,0.00044100417
0.010206219,0.0005503905,0.002972554,0.0006465356,0.00068654196,0.9846747,0.00025432353,8.716709e-06
0.0045373836,0.0011615708,0.002969319,0.0003678163,0.0008199002,0.9897911,0.00034648046,6.523842e-06
0.0008552627,0.00020080952,0.0017075321,0.00010205133,4.711573e-05,0.9970559,3.090293e-05,4.780592e-07
0.0061431616,0.0009587461,0.010321297,0.0076285843,9.861493e-05,0.9748352,1.3048709e-05,1.3504267e-06
0.0029586523,0.0010541631,0.0011039141,0.00042894314,0.0004930687,0.99310875,0.00082354964,2.9006478e-05
0.074645795,0.15023775,0.023105655,0.0067199967,0.053339068,0.53833526,0.13071938,0.022897102
0.0036936759,0.002096825,0.0006759464,0.00029824112,0.008799129,0.96766293,0.016633825,0.00013939952
0.0057653403,0.015170663,0.0024591982,0.00080550805,0.019245377,0.94387704,0.012126192,0.0005507008
0.0020122577,0.014188793,0.0057008886,0.0011902272,0.005147259,0.9713319,0.00038477898,4.385532e-05
0.005308539,0.02354463,0.0102962265,0.0045820135,0.004106282,0.9518613,0.0002416089,5.9437258e-05
0.0047668214,0.015333997,0.006609949,0.006024152,0.004574144,0.9607116,0.0016358977,0.0003434241
0.007519881,0.0027798708,0.0066033737,0.0051864563,0.00056493044,0.976528,0.00076733576,5.0042538e-05
0.027488085,0.001794053,0.016451929,0.003220727,0.0012621302,0.94926775,0.00050019193,1.5114833e-05
0.007743243,0.0015802913,0.027852327,0.0013716787,0.0004904253,0.96088535,6.892325e-05,7.655312e-06
0.013184151,0.002076501,0.2327323,0.231696,0.0009915264,0.51923,7.378042e-05,1.5753089e-05
0.012836852,0.003979921,0.027758336,0.0025431842,0.002081572,0.94980896,0.0009778748,1.3397535e-05
0.034024987,0.020322278,0.039321233,0.0020148174,0.016183384,0.8874197,0.00061964546,9.405756e-05
0.026465606,0.008141845,0.019430717,0.00037402657,0.011569342,0.93347615,0.0004205735,0.00012174079
0.001759884,0.0008335057,0.0019772644,0.00010431845,0.00026228058,0.9950009,5.8306614e-05,3.4487111e-06
0.001927406,0.0005459447,0.0015314661,0.00029502966,0.00012297131,0.99547416,9.7547905e-05,5.5179485e-06
0.0037055188,0.0004610546,0.0012240037,0.0003190653,0.00024519666,0.99091,0.0031114228,2.3789458e-05
0.018488431,0.007216384,0.021584032,0.011103293,0.0013235427,0.9390767,0.001194837,1.2712899e-05
0.014932542,0.0058815717,0.016073098,0.0059743524,0.0044612787,0.9512998,0.0011849994,0.00019247226
0.013733273,0.0025049795,0.008715138,0.0032181926,0.0034877828,0.9647708,0.0033449423,0.00022488009
0.00015860358,0.00020287254,0.00074100663,7.215414e-05,0.000105267274,0.9986324,8.394415e-05,3.7923564e-06
0.005806963,0.0037062948,0.032452703,0.007760337,0.0016067092,0.9482537,0.00037950787,3.3778342e-05
0.002526487,0.00089612365,0.00942189,0.0061432347,0.00074702036,0.98015577,7.621341e-05,3.3267876e-05
0.034481376,0.0013485439,0.02772794,0.31039718,0.002366916,0.6233428,0.00030355217,3.1626067e-05
0.014615774,0.0004934641,0.048025202,0.7646542,0.0012886525,0.17084722,5.6915276e-05,1.8587847e-05
0.018348105,0.00038373933,0.018680435,0.9321489,0.0007664218,0.029581182,7.673996e-05,1.4542556e-05
0.39509675,0.0011199537,0.14946684,0.16455331,0.0037860007,0.28558323,0.0003797965,1.4081589e-05
0.130618,0.05163248,0.046140306,0.06320655,0.008815236,0.69724226,0.0021282742,0.0002168617
0.08917601,0.118132666,0.010124807,0.02590697,0.026111286,0.526561,0.20134695,0.0026402639
0.027842395,0.652152,0.019612595,0.006139045,0.04671315,0.009466899,0.19468401,0.043389916
0.13722846,0.057002883,0.026713625,0.0038154174,0.46197277,0.071919,0.19863828,0.042709585
0.14568835,0.115708426,0.11973126,0.05515532,0.3224758,0.22215568,0.01368585,0.00539932
0.09444761,0.124291755,0.13243295,0.06632244,0.44610924,0.12457044,0.009481638,0.0023439913
0.035930037,0.053047683,0.046318755,0.005254446,0.7917288,0.066513576,0.00095663103,0.00025000208
0.0063489173,0.009850357,0.014845279,0.002932907,0.95509356,0.009995062,0.0006296846,0.00030407016
0.004012637,0.01598192,0.03859745,0.0014313605,0.9239871,0.015551124,0.00033127496,0.00010711906
0.0022891185,0.012362621,0.0112107,0.005843825,0.9621966,0.0030019647,0.002423208,0.0006719854
0.0019259261,0.014132734,0.04913878,0.0060593137,0.9261459,0.0023928955,9.152956e-05,0.00011297554
0.007902707,0.06098544,0.14555429,0.019019693,0.752297,0.013402787,0.00018754613,0.0006505234
0.011973279,0.017841341,0.04817918,0.0010054652,0.866245,0.05427844,0.00038585046,9.141022e-05
0.02681826,0.030434256,0.032875326,0.0009929163,0.8690632,0.039094403,0.0004835003,0.00023802259
0.00681367,0.00592074,0.0029353632,0.0009743541,0.9728152,0.0007623551,0.009397438,0.00038085852
0.057871036,0.013848962,0.008193851,0.00037670316,0.20901346,0.65065974,0.059736628,0.00029960816
0.026717065,0.039504945,0.007438776,0.0015375345,0.46029982,0.38724038,0.07615194,0.0011095023
0.072333165,0.31393173,0.08816049,0.030001217,0.2417532,0.22399256,0.027622908,0.002204794
0.086094104,0.089731485,0.2163782,0.08217628,0.008965536,0.5156865,0.00069847767,0.00026938063
0.04718085,0.055503353,0.14054811,0.4159926,0.0023190423,0.3377671,0.0006363757,5.267407e-05
0.05313477,0.06391425,0.09687708,0.37936652,0.032085665,0.3627926,0.010848486,0.0009805643
0.039313648,0.110084765,0.1271896,0.6130974,0.017355384,0.08734882,0.0043266034,0.001283799
0.055598225,0.021030907,0.09647819,0.5507017,0.01328647,0.26116344,0.001001016,0.0007400645
0.28961796,0.026424361,0.053575125,0.008627206,0.0066736545,0.610803,0.0040690033,0.00020972367
0.008276613,0.0019421204,0.0012212442,0.00075055537,0.008294784,0.97651947,0.0028682097,0.00012705788
0.039190475,0.004543808,0.0007370837,7.242743e-05,0.27246195,0.63017213,0.052600063,0.00022209871
0.0012820897,0.0032380573,0.00072476553,0.00018709515,0.9797736,0.0004291785,0.013340692,0.0010244816
0.00232081,0.00020615368,0.00028999863,0.00030303522,0.9940177,0.00023013682,0.0015663331,0.0010658939
0.0002833912,0.00024339989,0.00025551912,3.9136314e-05,0.99855024,0.00040807706,8.326244e-05,0.00013695633
0.0004738284,0.004221354,0.002076497,9.532948e-05,0.9916255,0.00065467437,0.00013459046,0.0007183005
0.00065871276,0.010995138,0.013877641,0.0011201776,0.9710735,0.0006948724,0.0004325646,0.0011472729
0.0004506377,0.004001293,0.0097778095,0.0009683771,0.98418427,0.00029154102,0.00024100112,8.504757e-05
0.0008578504,0.0034177452,0.0063302414,0.000647541,0.98008806,0.0077130664,0.00029656754,0.0006489836
0.0011353741,0.0017452204,0.0048244125,0.0013491698,0.98505014,0.0055194944,0.00022813177,0.000147915
0.006349674,0.0039189477,0.0042616706,0.00053110084,0.96942747,0.01246965,0.0025673443,0.000474103
0.0015644287,0.010989567,0.0006008491,1.6111455e-05,0.9786926,0.001282613,0.0053679375,0.0014858493
0.020171955,0.011278324,0.0032138468,0.0007089727,0.26848865,0.67915076,0.015867418,0.0011200986
0.13825415,0.18431574,0.068832606,0.013303752,0.06038351,0.39783463,0.12592043,0.011155148
0.15911601,0.26389962,0.44098443,0.08778396,0.019690312,0.026045844,0.0022781498,0.00020160933
0.075641714,0.102714285,0.5713559,0.079993606,0.0032769148,0.16596454,0.00095701154,9.613722e-05
0.3015185,0.1091561,0.3465626,0.03803029,0.045526847,0.15630338,0.0027010534,0.00020121878
0.11624048,0.14307193,0.44237408,0.052725,0.18013412,0.023074409,0.033331074,0.009048798
0.18483853,0.013128341,0.38613144,0.07120366,0.073706456,0.2691037,0.0018271138,6.0799965e-05
0.17867956,0.04574153,0.30704078,0.3080432,0.10509074,0.052678965,0.0017977161,0.000927439
0.1556117,0.016386079,0.32129866,0.23327263,0.0037298638,0.26949313,0.00018866002,1.9286697e-05
0.059393737,0.023277322,0.2347873,0.023946742,0.0014379112,0.65686315,0.00025885855,3.4982615e-05
0.44167268,0.028637802,0.15031885,0.13341166,0.047694143,0.19172281,0.0058552395,0.0006868178
0.11834794,0.02562749,0.15054597,0.5325049,0.060214315,0.111044616,0.0014668247,0.0002478711
0.43510213,0.0355184,0.059050545,0.16007353,0.1230353,0.17029448,0.016625041,0.00030053497
0.0025815438,0.00027887904,0.001182652,0.00011853026,0.00018846305,0.9956228,2.5026144e-05,2.1011924e-06
0.00731709,0.0003698119,0.0006284108,0.00015017718,0.00042653858,0.9910613,4.3384334e-05,3.3045358e-06
0.00050629466,9.617254e-05,0.00028185738,5.520402e-05,9.240667e-05,0.9989478,1.9185958e-05,1.0493179e-06
0.0008490462,0.0004992659,0.0009846089,0.00010104827,0.00049916544,0.9970336,3.01289e-05,3.2099078e-06
0.0006439898,0.0008507978,0.00086057105,0.000121297424,0.0013216038,0.996135,6.1332175e-05,5.518043e-06
0.004021216,0.00038083762,0.0012307332,0.0004791257,0.00067082036,0.9931358,7.526697e-05,6.197764e-06
0.0016788297,2.1300742e-05,0.0009399024,0.00019167124,4.4358334e-05,0.99711514,8.0319005e-06,7.216484e-07
0.06396772,0.0006973375,0.06468879,0.020266091,0.0007105571,0.8495643,8.99802e-05,1.5309613e-05
0.22079141,0.021626322,0.49062923,0.1677257,0.015592081,0.083423026,0.00016628,4.599217e-05
0.2585774,0.02541817,0.10983757,0.024571605,0.0063913823,0.57481706,0.0003664009,2.0443023e-05
0.034717236,0.004379235,0.016822968,0.0022225692,0.0011887653,0.94052136,0.00014327375,4.63485e-06
0.02153893,0.0028285375,0.004998127,0.00035545861,0.0009951212,0.96836823,0.0009058301,9.70681e-06
0.01994994,0.017012382,0.012838889,0.000101574034,0.0011236259,0.9473668,0.0015809883,2.5916512e-05
0.056683082,0.004798635,0.016914608,0.000355058,0.0041379817,0.91627675,0.00080875977,2.5129957e-05
0.37263733,0.009919509,0.07427898,0.006202187,0.0036912453,0.53032416,0.0028901305,5.6448724e-05
0.17917077,0.018458854,0.5625612,0.04031919,0.0019120732,0.19736779,8.706688e-05,0.00012299212
0.07093396,0.027312443,0.20519726,0.013815127,0.004684689,0.67698896,0.0009946343,7.2906776e-05
0.03857338,0.0039124005,0.0051434054,0.0006445928,0.0010909865,0.950291,0.00032694676,1.7333403e-05
0.027748065,0.031234315,0.036487505,0.0017510444,0.009588163,0.89297175,0.00018483243,3.4393746e-05
0.011352889,0.006989799,0.38058102,0.03206806,0.0019053555,0.56707376,2.7676817e-05,1.3954941e-06
0.0027597041,0.00061803526,0.024479365,0.026299082,4.197839e-05,0.9457813,1.850407e-05,2.0388777e-06
0.0045627537,0.0012401247,0.003915702,0.0006365174,0.0005437972,0.9879814,0.0010372223,8.243595e-05
0.035055846,0.0059954547,0.0073579703,0.0023268606,0.011261141,0.93226874,0.004309176,0.0014248481
0.005057233,0.0028771667,0.0023062322,0.0007801396,0.011673409,0.9758104,0.0013906941,0.000104741695
0.003331695,0.006422776,0.0035985995,0.0011139588,0.009932021,0.9703964,0.004958448,0.0002461922
0.010435263,0.05237388,0.019007863,0.009601493,0.03799549,0.8624274,0.0062268046,0.0019317409
0.0038984122,0.01206421,0.005178803,0.010722265,0.007337981,0.9597052,0.0009042585,0.00018891144
0.014551964,0.012456696,0.011045782,0.022515388,0.007781616,0.9263704,0.0047784974,0.0004996976
0.046515558,0.08929918,0.048136085,0.013924465,0.0056481087,0.7918455,0.00421814,0.0004130111
0.0072617577,0.0011468346,0.002229493,0.001090893,0.00041969467,0.9869183,0.0008735455,5.958156e-05
0.017316984,0.0009621052,0.023510704,0.01591776,0.0016208119,0.9405448,0.000102755475,2.4068493e-05
0.021847112,0.002864527,0.1541438,0.52370995,0.0036034272,0.29308814,0.00051323505,0.00022981522
0.002871196,0.0012176462,0.094562285,0.8468325,0.0027100963,0.05166713,0.00012453723,1.4427343e-05
0.01598962,0.004579949,0.05180004,0.0450788,0.0045443187,0.87744874,0.00048786352,7.071764e-05
0.10433423,0.003218709,0.036914192,0.0076560117,0.0020576664,0.84544945,0.00035195256,1.7806387e-05
